entity,question,answer1,answer2,answer3,answer4,correctAnswer,reference,category
ATC,This is a Generic question 36,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 37,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 38,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 39,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 40,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 41,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 42,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 43,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 44,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 45,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 46,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 47,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 48,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 49,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 50,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 51,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 52,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 53,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 54,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 55,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 56,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 57,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 58,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 59,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 60,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 61,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 62,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 63,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 64,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 65,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 66,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 67,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 68,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 69,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 70,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 71,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 72,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 73,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 74,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 75,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 76,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 77,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 78,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 79,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 80,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 81,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 82,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 83,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 84,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 85,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 86,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 87,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 88,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 89,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 90,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 91,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 92,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 93,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 94,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 95,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 96,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 97,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 98,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 99,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 100,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
APRE,What is climate change communication?,The sharing of news on social media,A field of reseach in climatic and meterological science,Is the process of conveying information about climate change to diverse audiences in a way that is both effective and impactful,,3,,Climate change communication and narratives
APRE,What are the most effective ways to communicate climate change to diverse audiences?,By showing illustrations and graphs,"There is no one-size-fits-all answer to this question, as the most effective ways to communicate climate change will vary depending on the audience, the context, and the specific goals of the communication",By using different spoken languages,,2,,Climate change communication and narratives
APRE,How can we address climate change skepticism and misinformation?,"Providing accurate and reliable information about climate science, building trust based on evidences","By sharing fake news, collecting viewes feedbacks",Providing information collected by a wide audince,,1,,Climate change communication and narratives
APRE,"Climate change can't be communicated to everyone, but only to scientists",Myth,Fact,,,1,,Climate change communication and narratives
APRE,How can we evaluate the long-term effects of climate communication on public attitudes and behaviors?,One approach is to conduct longitudinal studies that track changes in public opinion over time,It is not possible due to the lack od data,,,1,,Climate change communication and narratives
APRE,Climate communication is only dedicated to the young generations,Myth,Fact,,,1,,Climate change communication and narratives
APRE,Communicating climate change is a process that only require scientific knowledge,Myth,Fact,,,1,,Climate change communication and narratives
APRE,Climate change narratives don't need references if well communicated,Mith,Fact,,,1,,Climate change communication and narratives
APRE,What is the most difficult issue in climate communication?,Bridging the gap between scientific understanding and public perception,Sharing real facts and not fake news,Communicate to the right people,Communicate to the scientists,1,,Climate change communication and narratives
APRE,What is the meaning of disinformation?,Disinformation is false or misleading information that is deliberately spread to deceive or manipulate people.,Disinformation is a way to communicate facts about climate change,Disinformation is a false information spread only by scientists to the communities,,1,,Climate change communication and narratives
APRE,What is the meaning of misinformation?,Misinformation is the opposite of disinformation,"Misinformation is false or inaccurate information that is spread unintentionally. It often occurs due to misunderstandings, errors, or lack of knowledge. While it may not be deliberately deceptive like disinformation, misinformation can still have harmful consequences.",Misinformation is a form of communication dedicated to sharing mixed information coming from different scientific disciplines,,2,,Climate change communication and narratives
APRE,Can social media be used to share climate change facts?,Mith,Fact,,,2,,Climate change communication and narratives
APRE,Can games be a tool of climate communication?,Mith,Fact,,,2,,Climate change communication and narratives
APRE,Emotional connections with events related to climate change can be detrimental for climate communication,Mith,Fact,,,1,,Climate change communication and narratives
APRE,Can artificial intelligence detect fake news?,Mith,Fact,,,2,,Climate change communication and narratives
APRE,Can artificial intelligence analyse human sentiment?,Mith,Fact,,,1,,Climate change communication and narratives
APRE,What is the main danger of AI in the context of misleading or inaccurate climate change information?,AI algorithms can produce biased or incorrect results if they are trained on biased or incomplete data. This could lead to the dissemination of misleading information about climate change.,AI algorithms can  formulate accurate answers even when raw data are missing,AI is very safe and no dangers have been detected or predicted,,1,,Climate change communication and narratives
APRE,Can people rely on climate change photographs?,"Yes, since they represent pictures of real facts",Not always. Some photographs circulation on the web are altered of even created by AI,,,2,,Climate change communication and narratives
APRE,What does inclusivity mean in climate change communication?,Inclusivity is a crucial aspect in climate change communication since it aims at including scientific data into the story telling,"Inclusivity is a crucial aspect of effective climate change communication. Ensuring that everyone feels represented and understood helps to build trust, foster engagement, and promote collective action.",Inclusivity in climate change narratives is fundamental to avoid the spreading of fake news,,2,,Climate change communication and narratives
APRE,What does accessibility mean in climate change communication?,"The concept of accessibility has nothing to do with climate change communication, but rather to buildings' structure",Accessibility in climate change communication refers to the quantity of illustrations showed in a climate change narrative,"Accessibility in climate change communication refers to ensuring that information about climate change is understandable and available to a wide range of people, regardless of their abilities or backgrounds.",,3,,Climate change communication and narratives
APRE,Technology plays a crucial role in supporting climate change communication,Mith,Fact,,,1,,Climate change communication and narratives
APRE,How can data technology support climate change communication?,"Technology can collect and analyze data on climate change, such as temperature records, greenhouse gas emissions, and the impacts of climate change. This data can be used to inform communication efforts and support decision-making.","Tecnnology is very limited in data collection and analysis, due to the limited number of available tools",,,1,,Climate change communication and narratives
APRE,Can abstract ideas improve climate change communication?,Mith,Fact,,,2,https://www.ipcc.ch/site/assets/uploads/2017/08/Climate-Outreach-IPCC-communications-handbook.pdf,Climate change communication and narratives
APRE,"In climate change communication, is it correct to reprace statistics and graphs with anecdotes and stories?","No, statistics and graphs are the only type of information to be shared wile talking about climate change",Only if the audience is composed by young people,"Most people understand the world through anecdotes
and stories, rather than statistics and graphs. ",,3,https://www.ipcc.ch/site/assets/uploads/2017/08/Climate-Outreach-IPCC-communications-handbook.pdf,Climate change communication and narratives
APRE,How do strategic narratives help in communicating climate change effectively?,They create emotional responses in audiences,They provide structured stories that explain complex issues in relatable terms,They present only scientific data without context,They use fear-based messaging,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What is the role of narrators in strategic climate narratives?,To present facts without any interpretation,To enhance the credibility and trustworthiness of the message,To confuse the audience,To contradict the message with their actions,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What is a common pitfall of climate change communication?,Lack of evidence-based facts,Failure to resonate with diverse audiences,Over-reliance on emotional messaging,Excessive use of technical jargon,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,How does the concept of years to save the world fit into climate change narratives?,It provides a sense of urgency,It creates a sense of hopelessness,It has no impact on the audience,It leads to disengagement,1,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,Why is it important to consider the audience in climate change communication?,Audiences shape the content of the message,Audiences can reject the message if its not tailored to their values,Audiences dont influence the narrative,Audiences must be educated before communicating with them,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,How can narrative coherence improve climate change communication?,By providing scientific accuracy,By ensuring the story aligns with audience values,By excluding emotional elements,By using complex terminology,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What is a potential drawback of using apocalyptic climate change narratives?,They often lead to proactive action,They create a sense of fear and inaction,They inspire scientific research,They enhance global cooperation,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,How can strategic narratives help bridge the gap between scientific understanding and public perception?,By simplifying scientific data,By focusing solely on facts,By connecting personal stories to scientific concepts,By avoiding emotional engagement,3,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What is the key challenge for strategic climate change communicators?,Balancing scientific accuracy and narrative appeal,Keeping the narrative solely scientific,Excluding the public from the discussion,Avoiding the use of stories,1,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What is the impact of civil society on climate change narratives?,Civil society has no impact on the narrative,Civil society creates new narratives and drives action,Civil society undermines scientific communication,Civil society only reacts to government narratives,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,How does the credibility of narrators affect climate change communication?,It reduces the persuasiveness of the narrative,It enhances the believability and impact of the narrative,It has no effect on the narrative,It confuses the audience,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What is a strategic narrative in the context of climate change communication?,A story used to explain the details of climate science,An action plan created by government officials,A persuasive and coordinated effort to communicate climate action,A technical document shared among scientists,3,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What role does Extinction Rebellion play in climate change communication?,They produce only scientific reports,They use civil disobedience to draw attention to the climate emergency,They are funded by governments,They focus only on social media campaigns,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What is the meaning of narrative breachin climate communication?,A story that conforms to expectations,A story that departs from the norm and grabs attention,A repetitive and predictable narrative,A technical error in the communication process,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,How does the collapse is imminent narrative affect public perception?,It creates a sense of urgency and drives action,It calms the audience and assures them of safety,It dismisses the role of civil society,It leads to disengagement and helplessness,1,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What is the role of youth activists like Greta Thunberg in climate change narratives?,They are irrelevant to the strategic narrative,They inspire global movements and bring urgency to climate action,They provide entertainment in climate debates,They only focus on local issues,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,How do policy narratives differ from scientific narratives in climate change communication?,Policy narratives are focused on scientific data alone,Policy narratives are designed to persuade and coordinate action,Policy narratives are only written by scientists,Policy narratives are purely theoretical,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What is the main danger of poorly constructed climate narratives?,They can inspire collective action,They may lead to public disengagement,They often create government policies,They improve understanding of the science,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What is the purpose of the climate emergency narrative?,To create a sense of complacency,To call for urgent action at all levels of government,To focus only on scientific research,To exclude civil society from the discussion,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,How does emotional engagement influence climate communication?,It weakens the impact of the message,It strengthens the connection with the audience and encourages action,It confuses the audience and creates misinformation,It has no effect on climate communication,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What is a key feature of the narrative  Years to save the world?,"It emphasizes long-term, gradual changes",It presents a clear deadline for urgent action,It focuses on historical climate data,It encourages inaction and debate,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What can make a strategic climate narrative persuasive?,The use of statistics alone,A clear and compelling story with relatable characters,Excluding the public from the message,The absence of emotional elements,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,How can policymakers improve the effectiveness of climate change narratives?,By using only scientific data,By creating relatable and inclusive narratives,By focusing on global audiences alone,By avoiding collaboration with civil society,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What is the relationship between climate change communication and behaviour change?,Communication has no effect on behaviour change,Effective communication can inspire collective and individual actions,Climate communication focuses solely on spreading knowledge,Behaviour change does not require communication,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What is the role of inclusivity in climate change narratives?,It ensures only scientists are involved in communication,It fosters engagement by making everyone feel represented and valued,It prevents people from participating,It focuses on creating exclusive strategies,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What is the effect of emotional narratives on climate change communication?,They reduce engagement,They provide factual information only,They increase engagement and motivate action,They do not impact behavior,3,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,How does narrative transportation influence pro-environmental behavior?,It decreases attention to the narrative,It reduces emotional engagement,It enhances empathy and leads to pro-environmental behavior,It has no influence on behavior,3,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,What is the role of story structure in climate change communication?,It reduces the impact of the message,It makes scientific data more complex,It creates emotional connections and enhances understanding,It focuses solely on data presentation,3,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,How do negatively valenced endings in climate change stories affect behavior?,They reduce empathy for the issue,They lead to disengagement,They increase emotional arousal and drive action,They have no impact on behavior,3,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,What is the primary challenge in using facts alone for climate change communication?,Facts alone are sufficient to drive behavior change,Facts can increase resistance and reduce engagement,Facts always lead to pro-environmental behavior,Facts create emotional engagement,2,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,Why are metaphors effective in climate change communication?,They help make complex scientific concepts more relatable,They create confusion in the audience,They obscure important facts,They detract from the seriousness of the issue,1,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,What is the concept of narrative transportation?,It is the process of focusing on scientific data,It refers to the lack of engagement with the story,It refers to the physical movement of information,It is the phenomenon where individuals become emotionally immersed in a story,4,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,How do fear-based narratives affect climate change communication?,They increase the urgency and prompt action,They create disengagement and reduce trust,They have no effect on the audience,They reduce the audience\'92s willingness to act,1,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,What is the significance of character identification in climate stories?,It reduces the effectiveness of the message,It confuses the audience,It has no impact on audience engagement,It increases empathy and emotional investment in the narrative,4,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,How do emotional arousal and autonomic reactivity influence behavior in climate change communication?,They create confusion and inaction,They reduce the likelihood of action,They enhance the connection to the message and encourage pro-environmental behavior,They have no measurable impact,3,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,How do positive climate change narratives differ from fear-based approaches?,They increase trust and hope in audiences,They often lead to disengagement,They confuse the public,They are less effective in promoting action,1,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,How can visual elements in storytelling aid in climate change communication?,By simplifying complex data and making it relatable,By reducing engagement with the story,By focusing only on emotions,By preventing data from being properly communicated,1,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,What is the key difference between analytical and narrative-based approaches in climate communication?,Narrative-based approaches lack any factual foundation,Analytical approaches always lead to more engagement,Narrative-based approaches are less emotional,Analytical approaches are less emotional and more fact-based,4,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,What impact does the emotional valence of a narratives ending have on pro-environmental behavior?,Positive valence reduces engagement,Positive valence always leads to more action,Valence has no measurable impact on behavior,Negative valence enhances emotional arousal and pro-environmental behavior,4,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,How does cultural polarization affect climate change communication?,It fosters global cooperation,It has no effect on audience reception,It deepens the divide between those who accept and reject climate change,It increases the acceptance of scientific facts,3,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,Why is affective engagement crucial in climate change communication?,It helps audiences connect emotionally and take action,It distracts from the facts,It reduces the credibility of the message,It complicates the presentation of scientific data,1,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,How does cognitive dissonance affect the reception of climate change messages?,It leads to a deeper understanding,"It creates tension between beliefs and actions, leading to resistance",It increases pro-environmental behavior,It has no effect,2,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,What is the role of autonomic reactivity in climate change storytelling?,It increases emotional engagement and predicts pro-environmental behavior,It leads to less effective communication,It decreases engagement with the message,It has no measurable effect,1,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,What is the purpose of using emotional stories in climate change communication?,To reduce engagement with the issue,To confuse the audience,To present only scientific data,To elicit empathy and motivate pro-environmental actions,4,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,How does the concept of narrative transportation enhance climate change communication?,It focuses solely on data accuracy,It increases empathy and the likelihood of behavior change,It complicates the message,It reduces emotional engagement,2,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,How does narrative transportation reduce counter-arguing in climate change communication?,By confusing the audience,By making the message more complicated,By creating an immersive emotional experience,By focusing only on data presentation,3,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,What is a common outcome of using fact-based climate change narratives?,They always lead to pro-environmental behavior,They often fail to engage and inspire action,They create emotional responses,They reduce resistance to the message,2,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,How can climate change stories with characters inspire action?,By reducing the audience's empathy,By distracting from the facts,By increasing emotional identification and empathy with the characters,By confusing the audience,3,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,What is the potential negative effect of using data-heavy narratives in climate communication?,They increase the effectiveness of the message,They enhance emotional connection with the audience,They lead to disengagement and resistance,They trigger immediate action,3,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,How do positive success stories in climate communication motivate action?,By creating hope and a sense of possibility,By increasing resistance to the message,By fostering disengagement,By reducing trust in scientific data,1,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,Can climate change be communicated to a broad audince?,"Yes, fine-tuning communication is infact a must in the climate change debate","No, you need to have a certan profile to understand climate change","No, because of language issues",It depends from the time needed,1,,Climate change communication and narratives
APRE,This is a Generic question 1,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change communication and narratives
APRE,This is a Generic question 2,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change communication and narratives
APRE,This is a Generic question 3,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change communication and narratives
APRE,This is a Generic question 4,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change communication and narratives
APRE,This is a Generic question 5,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change communication and narratives
APRE,This is a Generic question 6,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change communication and narratives
APRE,This is a Generic question 7,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change communication and narratives
APRE,This is a Generic question 8,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change communication and narratives
APRE,This is a Generic question 9,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change communication and narratives
APRE,This is a Generic question 10,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change communication and narratives
APRE,This is a Generic question 11,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change communication and narratives
APRE,This is a Generic question 12,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change communication and narratives
APRE,This is a Generic question 13,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change communication and narratives
APRE,This is a Generic question 14,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change communication and narratives
APRE,This is a Generic question 15,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change communication and narratives
APRE,This is a Generic question 16,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change communication and narratives
APRE,This is a Generic question 17,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change communication and narratives
APRE,This is a Generic question 18,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change communication and narratives
APRE,This is a Generic question 19,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change communication and narratives
APRE,This is a Generic question 20,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change communication and narratives
APRE,This is a Generic question 21,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change communication and narratives
APRE,This is a Generic question 22,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change communication and narratives
APRE,This is a Generic question 23,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change communication and narratives
APRE,This is a Generic question 24,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change communication and narratives
APRE,This is a Generic question 25,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change communication and narratives
ATC,This is a Generic question 1,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Media literacy
ATC,This is a Generic question 2,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Media literacy
ATC,This is a Generic question 3,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Media literacy
ATC,This is a Generic question 4,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Media literacy
ATC,This is a Generic question 5,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Media literacy
ATC,This is a Generic question 6,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Media literacy
ATC,This is a Generic question 7,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Media literacy
ATC,This is a Generic question 8,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Media literacy
ATC,This is a Generic question 9,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Media literacy
ATC,This is a Generic question 10,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Media literacy
ATC,This is a Generic question 11,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Media literacy
ATC,This is a Generic question 12,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Media literacy
ATC,This is a Generic question 13,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Media literacy
ATC,This is a Generic question 14,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Media literacy
ATC,This is a Generic question 15,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Media literacy
ATC,This is a Generic question 16,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Media literacy
ATC,This is a Generic question 17,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Media literacy
ATC,This is a Generic question 18,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Media literacy
ATC,This is a Generic question 19,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Media literacy
