entity,question,answer1,answer2,answer3,answer4,correctAnswer,reference,category
IIASA,What are negative emissions?,The removal of greenhouse gases from the atmosphere,Emissions that have no impact on the climate,The reduction of greenhouse gas emissions,Emissions from renewable energy sources,1,https://www.consilium.europa.eu/en/policies/carbon-removals/,Climate change fundamentals
IIASA,What is ecological footprint?,The number of species in a habitat,The carbon emissions of a country,The impact of human activities on global warming,The total area of ecosystems required to support a population,4,"https://www.sciencedirect.com/topics/earth-and-planetary-sciences/ecological-footprint#:~:text=Thus%2C%20the%20ecological%20footprint%20of,land%2Fwater%20may%20be%20located.",Climate change fundamentals
IIASA,What is greenwashing?,Genuine effort to become environmentally friendly,Process of cleaning up polluted areas,Misleading consumers about environmental practices or benefits,Government policies prioritizing environment,3,"https://www.un.org/en/climatechange/science/climate-issues/greenwashing#:~:text=By%20misleading%20the%20public%20to,some%20more%20obvious%20than%20others.",Climate change fundamentals
IIASA,What is green finance?,Funding supporting sustainable environmental outcomes,Investments prioritizing fossil fuels,Printing money on recycled paper,Tax imposed on eco-friendly products,1,"Shi, Y., Zhu, Q., & Khan, M. A. (2024). The efficacy of green finance for environmental sustainability: Does control of corruption makes a difference?. Borsa Istanbul Review.",Climate change fundamentals
IIASA,Which of the following is a proxy indicator used to study past climate?,Ice core samples,Satellite imagery,Thermometers,Barometers,1,"https://www.ncei.noaa.gov/news/what-are-proxy-data#:~:text=Scientists%20drill%20through%20the%20deep,past%20climate%20of%20an%20area.",Climate change fundamentals
IIASA,Which of the following energy sources is considered carbon-neutral?,Coal,Natural gas,Nuclear energy,Biomass energy,4,"https://www.eia.gov/energyexplained/biomass/biomass-and-the-environment.php#:~:text=Biofuels%20may%20be%20considered%20carbon,from%20producing%20or%20burning%20biofuels.",Climate change fundamentals
IIASA,Which of the following is an example of climate change adaptation in coastal areas?,Building seawalls to prevent flooding,Increasing fossil fuel use,Deforesting mangroves,Ignoring rising sea levels,1,"Kisacik, D., Tarakcioglu, G. O., & Cappietti, L. (2022). Adaptation measures for seawalls to withstand sea-level rise. Ocean Engineering, 250, 110958.",Climate change fundamentals
IIASA,What is climate literacy?,Understanding weather forecasts,Knowledge of your influence on climate and climate's influence on you and society,Denial of climate change science,Ability to read scientific journals,2,https://www.climate.gov/teaching/what-is-climate-science-literacy,Climate change fundamentals
IIASA,"As of 2023, approximately what percentage of global CO₂ emissions is contributed by the transportation sector?",16%,40%,30%,5%,1,https://www.statista.com/topics/7476/transportation-emissions-worldwide/#statisticChapter,Climate change fundamentals
IIASA,"As of 2022, which of the following countries has the highest per capita CO₂ emissions",USA,China,Qatar,United Arab Emirates,3,"https://www.statista.com/statistics/270508/co2-emissions-per-capita-by-country/#:~:text=Global%20carbon%20dioxide%20emissions%20per%20capita%202022%2C%20by%20country&text=Qatar%20has%20the%20highest%20per,37.6%20metric%20tons%20per%20person.",Climate change fundamentals
IIASA,What is the estimated total mass of plastic waste in the oceans?,50 million tones ,400 million tones,15 million tones,170 million tones,4,"Eriksen, M., Cowger, W., Erdle, L. M., Coffin, S., Villarrubia-Gómez, P., Moore, C. J., ... & Wilcox, C. (2023). A growing plastic smog, now estimated to be over 170 trillion plastic particles afloat in the world’s oceans—Urgent solutions required. Plos one, 18(3), e0281596.",Climate change fundamentals
IIASA,What percentage of global greenhouse gas emissions is contributed by the aviation industry?,30%,2.5%,10%,12.5%,2,"https://ourworldindata.org/global-aviation-emissions#:~:text=Flying%20is%20one%20of%20the,of%20the%20world's%20carbon%20emissions.",Climate change fundamentals
IIASA,How much CO₂ does an average tree absorb per year?,3 kg,23 kg,10 kg,50 kg,2,"Toochi, E. C. (2018). Carbon sequestration: How much can forestry sequester CO2. Forestry Research and Engineering: International Journal, 2(3), 148-150.",Climate change fundamentals
IIASA,Approximately how much of the Earth's land surface is covered by forests?,30%,10%,20%,50%,1,https://ourworldindata.org/forest-area,Climate change fundamentals
IIASA,"As of 2023, how many countries had announced or are considering net zero targets?",100,55,145,180,3,"https://climateactiontracker.org/global/cat-net-zero-target-evaluations/#:~:text=As%20of%20November%202023%2C%20around,global%20emissions%20(Figure%201).",Climate change fundamentals
IIASA,"As of 2023, how many electric cars are on the world's roads?",10 million,100 million,25 million,40 million,4,"https://ourworldindata.org/electric-car-sales#:~:text=The%20total%20number%20of%20electric,figure%20was%20just%2026%20million.",Climate change fundamentals
IIASA,What is maladaptation in the context of climate change?,Successful adaptation strategies.,Adaptation measures that increase vulnerability to climate change.,Ignoring adaptation needs.,Adaptation that is too costly.,2,"Schipper, E. L. F. (2020). Maladaptation: when adaptation to climate change goes very wrong. One Earth, 3(4), 409-414.",Climate change fundamentals
IIASA,What is managed retreat in adaptation strategies?,Building higher sea walls.,Reinforcing existing infrastructure.,Abandoning vulnerable  areas and relocating communities.,Ignoring sea-level rise.,3,"Ajibade, I., Sullivan, M., Lower, C., Yarina, L., & Reilly, A. (2022). Are managed retreat programs successful and just? A global mapping of success typologies, justice dimensions, and trade-offs. Global Environmental Change, 76, 102576.",Climate change fundamentals
ATC,What is the primary goal of communication?,To create confusion,Convey information from one person or group to another,To advertise products,,2,https://agoraclimatedisinfo.eu/courses/climate-change-communication/,Climate change disinformation
ATC,Effective communication requires both verbal and non-verbal methods.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/climate-change-communication/,Climate change disinformation
ATC,What are the key components of the 7 Cs strategy?,"Clear, concise, concrete, correct, coherent, complete, and courteous","Clear, comprehensive, charismatic, coherent, complete, and careful","Concise, critical, correct, charismatic, concise, and collaborative",,1,https://agoraclimatedisinfo.eu/courses/climate-change-communication/,Climate change disinformation
ATC,Why is effective communication important in society?,To spread personal opinion,To build relationships and solve problems together,To focus only on individual achievements,,2,https://agoraclimatedisinfo.eu/courses/climate-change-communication/,Climate change disinformation
ATC,"What is ""mass-self communication""?", Government-controlled communication,Communication limited to personal conversations without audience interaction,"A form of communication where the message production is self-generated, retrieval is self-directed, and reception is self-selected",None of the above,3,https://agoraclimatedisinfo.eu/courses/climate-change-communication/,Climate change disinformation
ATC,What is a critical factor for effective visual communication?, Ensuring authenticity and context ,Using as many images as possible,Avoiding infographics,,1,https://agoraclimatedisinfo.eu/courses/climate-change-communication/,Climate change disinformation
ATC,What should communication about climate change always be based on?,Scientific evidence,Emotional appeals,Personal opinions,Popular social media trends,1,https://agoraclimatedisinfo.eu/courses/climate-change-communication/,Climate change disinformation
ATC,What is an essential part of tailoring communication strategies?,Ignoring the audience,Using the same message for everyone,Avoiding any feedback,None of the above,4,https://agoraclimatedisinfo.eu/courses/climate-change-communication/,Climate change disinformation
ATC,What does the '7 Cs strategy' NOT include?,Correct,Coherent,Confusing,Courteous,3,https://agoraclimatedisinfo.eu/courses/climate-change-communication/,Climate change disinformation
ATC,What should be prioritized when using AI-generated images in communication?,Ethical considerations and transparency,Creating ambiguity,Quantity over quality,,1,https://agoraclimatedisinfo.eu/courses/climate-change-communication/,Climate change disinformation
ATC,Peer-reviewed articles are a trustworthy source for climate communication.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/climate-change-communication/,Climate change disinformation
ATC,What is the primary goal of effective climate communication?,To promote scientific evidence ,To spread misinformation,To focus on entertainment,To manipulate opinions,1,https://agoraclimatedisinfo.eu/courses/climate-change-communication/,Climate change disinformation
ATC,What is the role of storytelling in climate communication?,To exclude visuals,To simplify complex issues,To make information engaging and memorable,All of the above,3,https://agoraclimatedisinfo.eu/courses/climate-change-communication/,Climate change disinformation
ATC,Which group benefits from fine-tuned communication strategies?,Citizens,Scientists,Scholars,All of the above ,4,https://agoraclimatedisinfo.eu/courses/climate-change-communication/,Climate change disinformation
ATC,What is the first step in a communication strategy?,Promoting participation,Creating visuals,Using social media, Identifying goals ,4,https://agoraclimatedisinfo.eu/courses/climate-change-communication/,Climate change disinformation
ATC,Why is climate communication challenging in the digital age?,Limited public focus,Overload of information,Social media algorithms,,2,https://agoraclimatedisinfo.eu/courses/climate-change-communication/,Climate change disinformation
ATC,Mass-self communication relies solely on traditional broadcasting channels.,Fact,Myth,,,2,https://agoraclimatedisinfo.eu/courses/climate-change-communication/,Climate change disinformation
ATC,What is a common tactic used to mislead people about climate change?,Using all available data,Promoting renewable energy,Cherry-picking information,All of the above ,3,https://agoraclimatedisinfo.eu/courses/climate-change-disinformation-tactics/,Climate change disinformation
ATC,"The phrase “CO2 is plant food”, which is implying that increased carbon dioxide in the atmosphere is beneficial because it helps plants grow, is an example of a misleading slogan. ",Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/climate-change-disinformation-tactics/,Climate change disinformation
ATC,Which of the following describes disinformation?,Honest mistakes shared unintentionally, False information spread to mislead people,Well-researched climate topics,,2,https://agoraclimatedisinfo.eu/courses/climate-change-disinformation-tactics/,Climate change disinformation
ATC,Which gas is considered the primary contributor to global warming?,Oxygen (O2),Carbon dioxide (CO2),Hydrogen (H2),Nitrogen (N2),2,https://agoraclimatedisinfo.eu/courses/understanding-climate-change/,Climate change disinformation
ATC,What contributes to confusion about the seriousness of climate change?, The complexity of scientific evidence,A universal consensus among experts,Over-reliance on renewable energy,All of the above ,1,https://agoraclimatedisinfo.eu/courses/climate-change-disinformation-tactics/,Climate change disinformation
ATC,What renewable energy source uses sunlight to generate electricity?,Wind energy,Hydropower,Solar energy,Geothermal energy,3,https://energy.ec.europa.eu/topics/renewable-energy/solar-energy_en,Climate change disinformation
ATC,Melting polar ice caps contribute to rising sea levels. ,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/understanding-climate-change/,Climate change disinformation
ATC,Cherry-picking means presenting only selected data that supports an argument.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/climate-change-disinformation-tactics/,Climate change disinformation
ATC,"Misleading memes often simplify complex issues, making them easier to share.",Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/climate-change-disinformation-tactics/,Climate change disinformation
ATC,Which of the following is an emotional appeal used to mislead people about climate action?,Highlighting long-term economic benefits,Stoking fear of job losses or higher energy costs,Promoting the importance of scientific evidence,All of the above ,2,https://agoraclimatedisinfo.eu/courses/climate-change-disinformation-tactics/,Climate change disinformation
ATC,Which of these is an example of a logical fallacy?,False dichotomy,Peer-reviewed study,A well-supported argument,,1,https://agoraclimatedisinfo.eu/courses/critical-thinking-skills-fallacies/,Climate change disinformation
ATC,Misquoting climate scientists is often used to give credibility to misleading information.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/climate-change-disinformation-tactics/,Climate change disinformation
ATC,What is an example of misquoting in climate disinformation?,Selectively presenting a scientist’s words out of context,Accurately summarizing scientific findings,Clarifying scientific uncertainties,,1,https://agoraclimatedisinfo.eu/courses/climate-change-disinformation-tactics/,Climate change disinformation
ATC,Which fallacy attacks a person instead of the argument?,Ad hominem,False dichotomy,Straw man,Appeal to nature,1,https://agoraclimatedisinfo.eu/courses/critical-thinking-skills-fallacies/,Climate change disinformation
ATC,What is the intent of the nostalgia tactic?,Resist change,Spread fear,,,2,https://agoraclimatedisinfo.eu/courses/climate-change-disinformation-tactics/,Climate change disinformation
ATC,Verifying information before sharing reduces misinformation.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/introduction-to-media-literacy/,Climate change disinformation
ATC,Misquoting scientists can lead to conspiracy theories.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/climate-change-disinformation-tactics/,Climate change disinformation
ATC,What tactic frames renewable energy as an economic threat?,Cherry-picking,Fear-mongering,Logical fallacy,,2,https://agoraclimatedisinfo.eu/courses/climate-change-disinformation-tactics/,Climate change disinformation
ATC,Emotional appeals use fear to distract from facts.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/climate-change-disinformation-tactics/,Climate change disinformation
ATC,What does the “false dichotomy” fallacy present?,Many solutions,Misleading data,Only two options,All of the above ,3,https://agoraclimatedisinfo.eu/courses/critical-thinking-skills-fallacies/,Climate change disinformation
ATC,What is an example of overgeneralization?,Using one cold winter to claim global warming is false,Highlighting short-term temperature fluctuations,Both phrases,None of the above,2,https://agoraclimatedisinfo.eu/courses/climate-change-disinformation-tactics/,Climate change disinformation
ATC,What can fact-checking websites help with?,Spreading conspiracies,Verifying claims,Promoting personal biases,,2,https://agoraclimatedisinfo.eu/courses/climate-change-disinformation-tactics/,Climate change disinformation
ATC,Which statement reflects disinformation?,Renewable energy harms the economy.,Coal use has no environmental impact.,Both phrases,None of the above,3,https://agoraclimatedisinfo.eu/courses/climate-change-narratives/,Climate change disinformation
ATC,Misleading memes always provide context.,Fact,Myth,,,2,https://agoraclimatedisinfo.eu/courses/climate-change-disinformation-tactics/,Climate change disinformation
ATC,Nostalgia tactics idealize past traditions.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/climate-change-disinformation-tactics/,Climate change disinformation
ATC,Misquoting scientists can lead to conspiracy theories.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/climate-change-disinformation-tactics/,Climate change disinformation
ATC,What is a key step in assessing the credibility of climate-related information sources?,Verifying the author's credentials,Checking if the information is peer-reviewed,Cross-referencing with multiple reputable sources,All of the above,4,https://agoraclimatedisinfo.eu/courses/climate-change-disinformation-tactics/,Climate change disinformation
ATC,Websites with unusual domain names or slight variations from reputable sources should be approached with caution.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/climate-change-disinformation-tactics/,Climate change disinformation
ATC,The greenhouse effect is a process that warms the Earth.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/understanding-climate-change/,Climate change disinformation
ATC,Deforestation contributes to climate change by increasing CO2 levels.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/understanding-climate-change/,Climate change disinformation
ATC,Which of the following is an example of an extreme weather event linked to climate change?,Heatwaves,Heavy rainfall,Hurricanes,All of the above,4,https://agoraclimatedisinfo.eu/courses/understanding-climate-change/,Climate change disinformation
ATC,Which process has predominantly caused the accelerating sea level rise since 1970?,Thermal expansion of ocean water,Melting of glaciers,Anthropogenic forcing, Increased precipitation,3,https://www.eea.europa.eu/en/analysis/indicators/global-and-european-sea-level-rise,Climate change disinformation
ATC,"What does ""carbon footprint"" measure?",An individual’s physical footprint size,The amount of carbon dioxide emissions a person or activity generates,The distance traveled in a vehicle,The amount of trees planted by an individual,2,https://agoraclimatedisinfo.eu/courses/understanding-climate-change/,Climate change disinformation
ATC,Planting trees helps reduce the amount of CO2 in the atmosphere. ,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/understanding-climate-change/,Climate change disinformation
ATC,What is the primary purpose of renewable energy?,To increase carbon emissions,To reduce reliance on fossil fuels,To slow down technological development,To prevent energy storage,2,https://agoraclimatedisinfo.eu/courses/understanding-climate-change/,Climate change disinformation
ATC,Which region in Europe is experiencing a decrease in relative sea level due to post-glacial rebound?,Southern Baltic Sea,Northern Baltic Sea,Northern Mediterranean,Southern Norwegian Coast,2,https://www.eea.europa.eu/en/analysis/indicators/global-and-european-sea-level-rise,Climate change disinformation
ATC,Rising ocean temperatures can harm marine ecosystems like coral reefs.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/understanding-climate-change/,Climate change disinformation
ATC,What happens during ocean acidification?,The oceans become more alkaline,"The oceans absorb more CO2, lowering their pH levels",Ocean water becomes less salty,Ocean temperatures decrease,2,https://agoraclimatedisinfo.eu/courses/understanding-climate-change/,Climate change disinformation
ATC,What is the term for designing cities to handle climate change impacts?,Urban sprawl,Climate-resilient urban planning, Industrial zoning,Rural revitalization,2,https://agoraclimatedisinfo.eu/courses/understanding-climate-change/,Climate change disinformation
ATC,Electric vehicles (EVs) have the lowest CO and CO 2 emissions.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/understanding-climate-change/,Climate change disinformation
ATC,Which practice can help mitigate climate change in agriculture?,Clear-cutting forests for farmland, Practicing no-till farming,Overusing chemical fertilizers,Ignoring soil health,2,https://agoraclimatedisinfo.eu/courses/understanding-climate-change/,Climate change disinformation
ATC,Rising sea levels are caused only by melting ice caps.,Fact,Myth,,,2,https://sealevel.nasa.gov/understanding-sea-level/global-sea-level/overview,Climate change disinformation
ATC,Geoengineering refers to large-scale interventions in the Earth’s climate system to combat climate change.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/understanding-climate-change/,Climate change disinformation
ATC,"What does the term ""net zero emissions"" mean?",Emitting as much CO2 as possible,Balancing the amount of emitted greenhouse gases with their removal,Eliminating all forms of industrial activity,None of the above,2,https://unfccc.int/news/a-beginner-s-guide-to-climate-neutrality,Climate change disinformation
ATC,Which renewable energy source uses Earth’s heat for power?,Wind energy,Geothermal energy,Solar energy,Hydropower,2,https://energy.ec.europa.eu/topics/renewable-energy/geothermal-energy_en,Climate change disinformation
ATC,Adopting sustainable practices can have long-term economic benefits.,Fact,Myth,,,1,https://www.weforum.org/stories/2022/07/sustainable-resilient-inclusive-economic-growth/,Climate change disinformation
ATC,Which claim is NOT part of climate disinformation?,Climate change is a natural cycle.,Climate change contributes to renewable energy adoption.,Climate models are inaccurate.,,2,https://agoraclimatedisinfo.eu/courses/climate-change-narratives/,Climate change disinformation
ATC,Climate change only impacts future generations.,Fact,Myth,,,2,https://agoraclimatedisinfo.eu/courses/climate-change-narratives/,Climate change disinformation
ATC,What is a common narrative of climate disinformation?,Humans are the main cause of global warming,Climate change is a natural cycle,Renewable energy reduces emissions,,2,https://agoraclimatedisinfo.eu/courses/climate-change-narratives/,Climate change disinformation
ATC,What is one potential source of climate disinformation?, Climate scientists, Industry lobbyists,Environmental organizations,,2,https://agoraclimatedisinfo.eu/courses/climate-change-disinformation-tactics/,Climate change disinformation
ATC,What is pseudoscience in the context of climate disinformation?,Claims supported by scientific evidence,Misleading claims masked as scientific evidence,Peer-reviewed climate studies,None of the above,2,https://agoraclimatedisinfo.eu/courses/climate-change-narratives/,Climate change disinformation
ATC,Which of the following claims reflects climate disinformation?,Climate change affects agriculture,Renewable energy mitigates climate change,Climate models are inaccurate,All of the above ,3,https://agoraclimatedisinfo.eu/courses/climate-change-narratives/,Climate change disinformation
ATC,What is a major factor influencing climate change skepticism?, Media representation of climate change,Economic benefits of fossil fuels,Personal worldviews and political ideologies,Scientific advancements in climate research,3,"Lewandowsky, S. (2021). Climate Change, Disinformation, and How to Combat It. Annual Review of Public Health, 42, 1-21. https://doi.org/10.1146/annurev-publhealth-090419-102409",Climate change disinformation
ATC,Which technique is suggested as an effective way to combat climate change disinformation before it is encountered?,Debunking,Inoculation,Fear-based messaging,All of the above ,2,"Lewandowsky, S. (2021). Climate Change, Disinformation, and How to Combat It. Annual Review of Public Health, 42, 1-21. https://doi.org/10.1146/annurev-publhealth-090419-102410",Climate change disinformation
ATC,Cultural values and worldviews do not influence people's acceptance of climate science.,Fact,Myth,,,2,"Lewandowsky, S. (2021). Climate Change, Disinformation, and How to Combat It. Annual Review of Public Health, 42, 1-21. https://doi.org/10.1146/annurev-publhealth-090419-102411",Climate change disinformation
ATC, Inoculation against misinformation involves exposing people to misleading arguments and then refuting them to build resilience.,Fact,Myth,,,1,"Lewandowsky, S. (2021). Climate Change, Disinformation, and How to Combat It. Annual Review of Public Health, 42, 1-21. https://doi.org/10.1146/annurev-publhealth-090419-102412",Climate change disinformation
ATC,All political parties agree on the issue of climate change and the need for action.,Myth ,Fact,,,1,"Lewandowsky, S. (2021). Climate Change, Disinformation, and How to Combat It. Annual Review of Public Health, 42, 1-21. https://doi.org/10.1146/annurev-publhealth-090419-102413",Climate change disinformation
ATC,Culturally appropriate messaging is more likely to succeed in increasing acceptance of climate science.,Myth ,Fact,,,2,"Lewandowsky, S. (2021). Climate Change, Disinformation, and How to Combat It. Annual Review of Public Health, 42, 1-21. https://doi.org/10.1146/annurev-publhealth-090419-102414",Climate change disinformation
ATC,"Climate disinformation campaigns often focus on presenting a ""balanced"" view, questioning the scientific consensus on climate change.",Fact,Myth,,,1,https://www.disinfo.eu/publications/dont-stop-me-now-the-growing-disinformation-threat-against-climate-change/,Climate change disinformation
ATC,The denial of climate change is identified as one of the key disinformation narratives in Europe.,Fact,Myth,,,1,https://doi.org/10.1002/wcc.665,Climate change disinformation
ATC,What is one of the primary messages used by the fossil fuel industry regarding energy security?,Reducing fossil fuel dependence will increase global security.,Energy security is best achieved by increasing fossil fuel use.,Renewable energy sources are the main threat to national security.,None of the above,2,https://agoraclimatedisinfo.eu/courses/disinformation-campaigns-case-studies/,Climate change disinformation
ATC,What is a primary goal of climate misinformation campaigns?,Promote renewable energy solutions,Create doubt and controversy about climate science,Educate the public on climate action,Support international climate agreements,2,https://agoraclimatedisinfo.eu/courses/disinformation-campaigns-case-studies/,Climate change disinformation
ATC,"What is ""deflection"" as a tactic in climate misinformation?", Directly denying climate change,Distracting from climate action by emphasizing individual responsibility,Supporting renewable energy while opposing fossil fuels,Providing detailed climate data,2,https://agoraclimatedisinfo.eu/courses/disinformation-campaigns-case-studies/,Climate change disinformation
ATC,Which groups are identified as significant spreaders of climate misinformation?,Environmental organizations,Academic institutions, Fossil fuel-funded entities, Renewable energy companies,3,https://agoraclimatedisinfo.eu/courses/disinformation-campaigns-case-studies/,Climate change disinformation
ATC,What is the role of social media in spreading climate misinformation?,It is exclusively a tool for countering misinformation,It only spreads misinformation through human actors," It amplifies misinformation through bots, spammers, and astroturfers",It is irrelevant to climate misinformation,3,https://agoraclimatedisinfo.eu/courses/disinformation-campaigns-case-studies/,Climate change disinformation
ATC,"What is the effect of ""doomism"" in climate misinformation?",It motivates immediate action on climate change,It paralyzes the public with hopelessness and inaction,It promotes bipartisan solutions,It focuses on climate science accuracy,2,https://agoraclimatedisinfo.eu/courses/disinformation-campaigns-case-studies/,Climate change disinformation
ATC,How do echo chambers contribute to the spread of climate misinformation?,By promoting diverse perspectives on climate issues,By directly challenging climate denial narratives,By isolating users with similar beliefs to reinforce misinformation,By providing peer-reviewed climate research,3,https://agoraclimatedisinfo.eu/courses/disinformation-campaigns-case-studies/,Climate change disinformation
ATC,What role do bots play in the spread of climate misinformation?,They provide accurate climate data to users.,They amplify false narratives and manipulate online discourse.,They encourage public trust in climate science.,They spread educational content about climate change.,2,https://agoraclimatedisinfo.eu/courses/disinformation-campaigns-case-studies/,Climate change disinformation
ATC,Which demographic is most targeted by climate misinformation narratives?,Communities with high levels of education,Younger generations focused on renewable energy,Individuals skeptical of government regulation,Climate activists and scientists,3,https://agoraclimatedisinfo.eu/courses/disinformation-campaigns-case-studies/,Climate change disinformation
ATC,Social media platforms have no significant role in spreading climate misinformation.,Fact,Myth,,,2,https://agoraclimatedisinfo.eu/courses/disinformation-campaigns-case-studies/,Climate change disinformation
ATC,What role do generative AI systems play in climate disinformation campaigns?,They prevent the creation of false information.,They amplify disinformation by creating synthetic text and visuals.,They focus only on creating educational content about climate issues.,None of the above,2,https://agoraclimatedisinfo.eu/courses/disinformation-campaigns-case-studies/,Climate change disinformation
ATC,What is a common disinformation narrative about renewable energy?,Renewable energy is more cost-effective than fossil fuels.,Renewable energy cannot meet global energy demands.,Solar and wind energy require less land than fossil fuels.,Renewable energy reduces greenhouse gas emissions.,2,https://agoraclimatedisinfo.eu/courses/climate-change-narratives/,Climate change disinformation
ATC,What is a major risk associated with the use of generative AI in climate misinformation?,It reduces public engagement on social media., It requires extensive technical expertise to operate.,It limits access to scientific data.,It creates highly personalized and persuasive disinformation content.,2,https://agoraclimatedisinfo.eu/courses/disinformation-campaigns-case-studies/,Climate change disinformation
ATC,Which of these is an example of climate change disinformation?,Climate change is caused by human activity.,Sea levels are rising due to melting ice caps.,Renewable energy sources can help reduce carbon emissions.,Global warming stopped over 20 years ago.,4,https://agoraclimatedisinfo.eu/courses/climate-change-narratives/,Climate change disinformation
ATC,"The Earth's climate has always changed, so recent climate change is nothing to worry about.",Fact,Myth,,,2,https://agoraclimatedisinfo.eu/courses/climate-change-narratives/,Climate change disinformation
ATC,There is a significant scientific debate about the existence of climate change.,Fact,Myth,,,2,https://agoraclimatedisinfo.eu/courses/climate-change-narratives/,Climate change disinformation
ATC," Climate change is a natural phenomenon, and human influence is negligible.",Fact,Myth,,,2,https://agoraclimatedisinfo.eu/courses/climate-change-narratives/,Climate change disinformation
ATC,"Renewable energy sources, like wind and solar, are unreliable and cannot effectively reduce carbon emissions.",Fact,Myth,,,2,https://agoraclimatedisinfo.eu/courses/climate-change-narratives/,Climate change disinformation
ATC,The majority of climate scientists agree that climate change is primarily caused by human activities.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/climate-change-narratives/,Climate change disinformation
ATC,Addressing climate change will lead to economic decline and job losses.,Fact,Myth,,,2,https://agoraclimatedisinfo.eu/courses/climate-change-narratives/,Climate change disinformation
ATC,Climate change does not exist. It is a hoax intentionally created for political or financial profit.,Fact,Myth,,,2,https://agoraclimatedisinfo.eu/courses/climate-change-narratives/,Climate change disinformation
ATC,"Recent data shows that global temperatures have remained stable over the past century, indicating that climate change is not occurring.",Fact,Myth,,,2,https://climate.copernicus.eu/copernicus-may-2024-streak-global-records-surface-air-and-ocean-temperatures-continues,Climate change disinformation
ATC,"Natural factors, such as volcanic activity and solar radiation, are the sole reasons for recent changes in the Earth's climate.",Fact,Myth,,,2,https://www.ipcc.ch/report/ar6/syr/downloads/report/IPCC_AR6_SYR_SPM.pdf,Climate change disinformation
APRE,What is climate change communication?,The sharing of news on social media ,A field of reseach in climatic and meterological science,Communicating on climate change is about educating and mobilizing audiences to take action to confront the climate crisis.,,3,https://www.un.org/en/climatechange/communicating-climate-change,Climate change communication and narratives
APRE,What are the most effective ways to communicate climate change to diverse audiences?,By showing illustrations and graphs ,"There is no one-size-fits-all answer to this question, as the most effective ways to communicate climate change will vary depending on the audience, the context, and the specific goals of the communication",By using different spoken languages ,,2,https://unfccc.int/sites/default/files/resource/Communicating%20climate%20change_Insights%20from%20CDKNs%20experience.pdf,Climate change communication and narratives
APRE,A single climate communication/message can't led to multiple responses.,Myth ,Fact,,,1,https://www.researchgate.net/publication/376322680_Barriers_to_Climate_Change_Communications,Climate change communication and narratives
APRE,"Climate change can't be communicated to everyone, but only to scientists",Myth ,Fact,,,1,https://unfccc.int/sites/default/files/resource/Communicating%20climate%20change_Insights%20from%20CDKNs%20experience.pdf,Climate change communication and narratives
APRE,"Is it possible to investigate the longterm impacts of climate
change communications on individuals?",Myth ,Fact,,,1,https://journals.sagepub.com/doi/pdf/10.1177/0013916512452428?casa_token=LcvVq8EWW5EAAAAA:lbdRoh0Ki5vOUSMz6y-8991g-MYLRh9Nqf8PtCNCArQ_Dw9SAoJgWy8cTLEjmGQRvBT9IZq7mOIiLw,Climate change communication and narratives
APRE,Climate communication is only dedicated to the young generations,Myth ,Fact,,,1,https://unfccc.int/sites/default/files/resource/Communicating%20climate%20change_Insights%20from%20CDKNs%20experience.pdf,Climate change communication and narratives
APRE,Communicating climate change is a process that only require scientific knowledge,Myth ,Fact,,,1,https://unfccc.int/sites/default/files/resource/Communicating%20climate%20change_Insights%20from%20CDKNs%20experience.pdf,Climate change communication and narratives
APRE,What are the main barriers in climate change communication?,"Conflicting values and social dilemmas, psychological denial, and the absence of emotional engagement.",Language barriers.,People knowledge and availability to learn more.,Social media influence.,1,https://journals.ug.edu.gh/index.php/gjg/article/view/2619,Climate change communication and narratives
APRE,What is the meaning of climate disinformation?,Climate disinformation is the intentional dissemination of false information related to climate change and climate action. ,Disinformation is a way to communicate facts about climate change,Disinformation is a false information spread only by scientists to the communities,,1,https://climate.ec.europa.eu/eu-action/climate-disinformation_en,Climate change communication and narratives
APRE,What is the meaning of climate misinformation?,Misinformation is the opposite of disinformation,"False information that is
disseminated, regardless of intent to mislead.",Misinformation is a form of communication dedicated to sharing mixed information coming from different scientific disciplines,,2,https://www.climatechangecommunication.org/wp-content/uploads/2023/09/DebunkingHandbook2020.pdf,Climate change communication and narratives
